Results will be saved to results.out
Random restart 1 of 5

FOR 2
66 2145
20 44 0.313262 0.313262 0.313262 1.313262
20 45 5.006715 5.006715 5.006715 1.313262
20 46 0.313262 0.313262 0.313262 1.313262
20 47 0.313262 0.313262 0.313262 1.313262
20 48 0.048587 0.048587 0.048587 0.313262
20 49 3.048587 3.048587 3.048587 1.313262
20 50 0.313262 0.313262 0.313262 1.313262
20 51 0.313262 0.313262 0.313262 1.313262
20 52 0.048587 0.048587 0.048587 0.313262
20 53 0.048587 0.048587 0.048587 0.313262
20 54 0.313262 0.313262 0.313262 1.313262
20 55 0.313262 0.313262 0.313262 1.313262
20 56 0.313262 0.313262 0.313262 1.313262
20 57 0.048587 0.048587 0.048587 0.313262
20 58 0.313262 0.313262 0.313262 1.313262
20 59 0.313262 0.313262 0.313262 1.313262
20 60 0.048587 0.048587 0.048587 0.313262
20 61 0.048587 0.048587 0.048587 0.313262
20 62 0.313262 0.313262 0.313262 1.313262
20 63 0.048587 0.048587 0.048587 0.313262
20 64 0.126928 0.126928 0.126928 0.693147
20 65 0.313262 0.313262 0.313262 1.313262
21 22 0.018150 0.018150 0.018150 0.126928
21 23 3.048587 3.048587 3.048587 1.313262
21 24 0.018150 0.018150 0.018150 0.126928
21 25 0.018150 0.018150 0.018150 0.126928
21 26 0.006715 0.006715 0.006715 0.313262
21 27 0.018150 0.018150 0.018150 0.126928
21 28 0.018150 0.018150 0.018150 0.126928
21 29 0.018150 0.018150 0.018150 0.126928
21 30 0.018150 0.018150 0.018150 0.126928
21 31 0.018150 0.018150 0.018150 0.126928
21 32 0.018150 0.018150 0.018150 0.126928
21 33 0.018150 0.018150 0.018150 0.126928
21 34 0.018150 0.018150 0.018150 0.126928
21 35 0.018150 0.018150 0.018150 0.126928
21 36 0.018150 0.018150 0.018150 0.126928
21 37 0.018150 0.018150 0.018150 0.126928
21 38 4.018150 4.018150 4.018150 2.126928
21 39 0.018150 0.018150 0.018150 0.126928
21 40 3.048587 3.048587 3.048587 1.313262
21 41 0.018150 0.018150 0.018150 0.126928
21 42 0.018150 0.018150 0.018150 0.126928
21 43 0.018150 0.018150 0.018150 0.126928
21 44 0.018150 0.018150 0.018150 0.126928
21 45 0.002476 0.002476 0.002476 0.126928
21 46 0.018150 0.018150 0.018150 0.126928
21 47 0.018150 0.018150 0.018150 0.126928
21 48 0.018150 0.018150 0.018150 0.126928
21 49 0.018150 0.018150 0.018150 0.126928
21 50 0.018150 0.018150 0.018150 0.126928
21 51 0.018150 0.018150 0.018150 0.126928
21 52 0.018150 0.018150 0.018150 0.126928
21 53 0.018150 0.018150 0.018150 0.126928
21 54 0.018150 0.018150 0.018150 0.126928
21 55 0.018150 0.018150 0.018150 0.126928
21 56 0.018150 0.018150 0.018150 0.126928
21 57 0.018150 0.018150 0.018150 0.126928
21 58 0.018150 0.018150 0.018150 0.126928
21 59 0.018150 0.018150 0.018150 0.126928
21 60 0.018150 0.018150 0.018150 0.126928
21 61 0.018150 0.018150 0.018150 0.126928
21 62 4.018150 4.018150 4.018150 2.126928
21 63 0.018150 0.018150 0.018150 0.126928
21 64 3.048587 3.048587 3.048587 1.313262
21 65 0.018150 0.018150 0.018150 0.126928
22 23 0.693147 0.693147 0.693147 2.126928
22 24 1.313262 1.313262 1.313262 3.048587
22 25 3.048587 3.048587 3.048587 1.313262
22 26 0.693147 0.693147 0.693147 4.018150
22 27 0.048587 0.048587 0.048587 0.313262
22 28 0.313262 0.313262 0.313262 1.313262
22 29 3.048587 3.048587 3.048587 1.313262
22 30 1.313262 1.313262 1.313262 3.048587
22 31 1.313262 1.313262 1.313262 0.313262
22 32 1.313262 1.313262 1.313262 3.048587
22 33 0.313262 0.313262 0.313262 0.048587
22 34 0.313262 0.313262 0.313262 1.313262
22 35 3.048587 3.048587 3.048587 1.313262
22 36 1.313262 1.313262 1.313262 3.048587
22 37 0.048587 0.048587 0.048587 0.313262
22 38 0.048587 0.048587 0.048587 0.313262
22 39 0.313262 0.313262 0.313262 0.048587
22 40 0.693147 0.693147 0.693147 2.126928
22 41 1.313262 1.313262 1.313262 3.048587
22 42 0.313262 0.313262 0.313262 1.313262
22 43 0.048587 0.048587 0.048587 0.313262
22 44 1.313262 1.313262 1.313262 3.048587
22 45 0.006715 0.006715 0.006715 0.313262
22 46 0.313262 0.313262 0.313262 0.048587
22 47 0.313262 0.313262 0.313262 0.048587
22 48 0.048587 0.048587 0.048587 0.313262
22 49 0.048587 0.048587 0.048587 0.313262
22 50 1.313262 1.313262 1.313262 3.048587
22 51 0.313262 0.313262 0.313262 1.313262
22 52 1.313262 1.313262 1.313262 0.313262
22 53 0.313262 0.313262 0.313262 1.313262
22 54 1.313262 1.313262 1.313262 3.048587
22 55 1.313262 1.313262 1.313262 0.313262
22 56 1.313262 1.313262 1.313262 3.048587
22 57 0.048587 0.048587 0.048587 0.313262
22 58 0.313262 0.313262 0.313262 1.313262
22 59 0.313262 0.313262 0.313262 1.313262
22 60 0.313262 0.313262 0.313262 1.313262
22 61 0.313262 0.313262 0.313262 1.313262
22 62 1.313262 1.313262 1.313262 3.048587
22 63 3.048587 3.048587 3.048587 1.313262
22 64 0.126928 0.126928 0.126928 0.693147
22 65 0.313262 0.313262 0.313262 0.048587
23 24 0.693147 0.693147 0.693147 2.126928
23 25 0.018150 0.018150 0.018150 0.126928
23 26 0.313262 0.313262 0.313262 3.048587
23 27 0.018150 0.018150 0.018150 0.126928
23 28 0.018150 0.018150 0.018150 0.126928
23 29 0.018150 0.018150 0.018150 0.126928
23 30 0.693147 0.693147 0.693147 2.126928
23 31 0.693147 0.693147 0.693147 2.126928
23 32 0.693147 0.693147 0.693147 2.126928
23 33 0.693147 0.693147 0.693147 2.126928
23 34 0.693147 0.693147 0.693147 2.126928
23 35 0.018150 0.018150 0.018150 0.126928
23 36 0.693147 0.693147 0.693147 2.126928
23 37 0.018150 0.018150 0.018150 0.126928
23 38 4.018150 4.018150 4.018150 2.126928
23 39 0.693147 0.693147 0.693147 2.126928
23 40 1.313262 1.313262 1.313262 0.313262
23 41 0.693147 0.693147 0.693147 2.126928
23 42 0.693147 0.693147 0.693147 2.126928
23 43 0.018150 0.018150 0.018150 0.126928
23 44 0.693147 0.693147 0.693147 2.126928
23 45 0.002476 0.002476 0.002476 0.126928
23 46 0.693147 0.693147 0.693147 2.126928
23 47 0.693147 0.693147 0.693147 2.126928
23 48 0.018150 0.018150 0.018150 0.126928
23 49 0.018150 0.018150 0.018150 0.126928
23 50 0.693147 0.693147 0.693147 2.126928
23 51 0.018150 0.018150 0.018150 0.126928
23 52 0.693147 0.693147 0.693147 2.126928
23 53 0.693147 0.693147 0.693147 2.126928
23 54 0.693147 0.693147 0.693147 2.126928
23 55 0.018150 0.018150 0.018150 0.126928
23 56 0.693147 0.693147 0.693147 2.126928
23 57 0.018150 0.018150 0.018150 0.126928
23 58 0.018150 0.018150 0.018150 0.126928
23 59 0.018150 0.018150 0.018150 0.126928
23 60 0.693147 0.693147 0.693147 2.126928
23 61 0.693147 0.693147 0.693147 2.126928
23 62 0.693147 0.693147 0.693147 2.126928
23 63 0.018150 0.018150 0.018150 0.126928
23 64 3.048587 3.048587 3.048587 1.313262
23 65 0.693147 0.693147 0.693147 2.126928
24 25 0.048587 0.048587 0.048587 0.313262
24 26 0.693147 0.693147 0.693147 0.018150
24 27 0.048587 0.048587 0.048587 0.313262
24 28 1.313262 1.313262 1.313262 0.313262
24 29 0.048587 0.048587 0.048587 0.313262
24 30 1.313262 1.313262 1.313262 3.048587
24 31 0.313262 0.313262 0.313262 1.313262
24 32 1.313262 1.313262 1.313262 3.048587
24 33 1.313262 1.313262 1.313262 3.048587
24 34 0.313262 0.313262 0.313262 1.313262
24 35 0.048587 0.048587 0.048587 0.313262
24 36 1.313262 1.313262 1.313262 3.048587
24 37 0.048587 0.048587 0.048587 0.313262
24 38 0.048587 0.048587 0.048587 0.313262
24 39 1.313262 1.313262 1.313262 3.048587
24 40 0.693147 0.693147 0.693147 2.126928
24 41 1.313262 1.313262 1.313262 3.048587
24 42 0.313262 0.313262 0.313262 1.313262
24 43 0.048587 0.048587 0.048587 0.313262
24 44 1.313262 1.313262 1.313262 3.048587
24 45 5.006715 5.006715 5.006715 1.313262
24 46 1.313262 1.313262 1.313262 3.048587
24 47 1.313262 1.313262 1.313262 3.048587
24 48 0.048587 0.048587 0.048587 0.313262
24 49 3.048587 3.048587 3.048587 1.313262
24 50 1.313262 1.313262 1.313262 3.048587
24 51 0.313262 0.313262 0.313262 1.313262
24 52 0.313262 0.313262 0.313262 1.313262
24 53 0.313262 0.313262 0.313262 1.313262
24 54 1.313262 1.313262 1.313262 3.048587
24 55 0.313262 0.313262 0.313262 1.313262
24 56 1.313262 1.313262 1.313262 3.048587
24 57 0.048587 0.048587 0.048587 0.313262
24 58 0.313262 0.313262 0.313262 1.313262
24 59 0.313262 0.313262 0.313262 1.313262
24 60 0.313262 0.313262 0.313262 1.313262
24 61 0.313262 0.313262 0.313262 1.313262
24 62 1.313262 1.313262 1.313262 3.048587
24 63 0.048587 0.048587 0.048587 0.313262
24 64 0.126928 0.126928 0.126928 0.693147
24 65 1.313262 1.313262 1.313262 3.048587
25 26 0.018150 0.018150 0.018150 0.693147
25 27 0.048587 0.048587 0.048587 0.313262
25 28 0.048587 0.048587 0.048587 0.313262
25 29 3.048587 3.048587 3.048587 1.313262
25 30 0.048587 0.048587 0.048587 0.313262
25 31 0.048587 0.048587 0.048587 0.313262
25 32 0.048587 0.048587 0.048587 0.313262
25 33 0.048587 0.048587 0.048587 0.313262
25 34 0.048587 0.048587 0.048587 0.313262
25 35 3.048587 3.048587 3.048587 1.313262
25 36 0.048587 0.048587 0.048587 0.313262
25 37 0.048587 0.048587 0.048587 0.313262
25 38 0.048587 0.048587 0.048587 0.313262
25 39 3.048587 3.048587 3.048587 1.313262
25 40 0.018150 0.018150 0.018150 0.126928
25 41 0.048587 0.048587 0.048587 0.313262
25 42 0.048587 0.048587 0.048587 0.313262
25 43 0.048587 0.048587 0.048587 0.313262
25 44 0.048587 0.048587 0.048587 0.313262
25 45 0.006715 0.006715 0.006715 0.313262
25 46 0.048587 0.048587 0.048587 0.313262
25 47 3.048587 3.048587 3.048587 1.313262
25 48 0.048587 0.048587 0.048587 0.313262
25 49 0.048587 0.048587 0.048587 0.313262
25 50 0.048587 0.048587 0.048587 0.313262
25 51 0.048587 0.048587 0.048587 0.313262
25 52 3.048587 3.048587 3.048587 1.313262
25 53 0.048587 0.048587 0.048587 0.313262
25 54 0.048587 0.048587 0.048587 0.313262
25 55 0.048587 0.048587 0.048587 0.313262
25 56 0.048587 0.048587 0.048587 0.313262
25 57 0.048587 0.048587 0.048587 0.313262
25 58 0.048587 0.048587 0.048587 0.313262
25 59 0.048587 0.048587 0.048587 0.313262
25 60 0.048587 0.048587 0.048587 0.313262
25 61 0.048587 0.048587 0.048587 0.313262
25 62 0.048587 0.048587 0.048587 0.313262
25 63 3.048587 3.048587 3.048587 1.313262
25 64 0.018150 0.018150 0.018150 0.126928
25 65 3.048587 3.048587 3.048587 1.313262
26 27 0.018150 0.018150 0.018150 0.693147
26 28 2.126928 2.126928 2.126928 0.126928
26 29 0.018150 0.018150 0.018150 0.693147
26 30 0.693147 0.693147 0.693147 4.018150
26 31 0.126928 0.126928 0.126928 2.126928
26 32 0.693147 0.693147 0.693147 4.018150
26 33 0.693147 0.693147 0.693147 4.018150
26 34 0.126928 0.126928 0.126928 2.126928
26 35 0.018150 0.018150 0.018150 0.693147
26 36 0.693147 0.693147 0.693147 4.018150
26 37 0.018150 0.018150 0.018150 0.693147
26 38 0.018150 0.018150 0.018150 0.693147
26 39 0.693147 0.693147 0.693147 4.018150
26 40 0.313262 0.313262 0.313262 3.048587
26 41 0.693147 0.693147 0.693147 4.018150
26 42 0.126928 0.126928 0.126928 2.126928
26 43 0.018150 0.018150 0.018150 0.693147
26 44 0.693147 0.693147 0.693147 4.018150
26 45 4.018150 4.018150 4.018150 2.126928
26 46 0.693147 0.693147 0.693147 4.018150
26 47 0.693147 0.693147 0.693147 4.018150
26 48 0.018150 0.018150 0.018150 0.693147
26 49 0.018150 0.018150 0.018150 0.693147
26 50 0.693147 0.693147 0.693147 4.018150
26 51 0.126928 0.126928 0.126928 2.126928
26 52 0.126928 0.126928 0.126928 2.126928
26 53 0.126928 0.126928 0.126928 2.126928
26 54 0.693147 0.693147 0.693147 4.018150
26 55 0.126928 0.126928 0.126928 2.126928
26 56 0.693147 0.693147 0.693147 4.018150
26 57 0.018150 0.018150 0.018150 0.693147
26 58 0.126928 0.126928 0.126928 2.126928
26 59 0.126928 0.126928 0.126928 2.126928
26 60 0.126928 0.126928 0.126928 2.126928
26 61 0.126928 0.126928 0.126928 2.126928
26 62 0.693147 0.693147 0.693147 4.018150
26 63 0.018150 0.018150 0.018150 0.693147
26 64 0.048587 0.048587 0.048587 1.313262
26 65 0.693147 0.693147 0.693147 4.018150
27 28 0.048587 0.048587 0.048587 0.313262
27 29 3.048587 3.048587 3.048587 1.313262
27 30 0.048587 0.048587 0.048587 0.313262
27 31 3.048587 3.048587 3.048587 1.313262
27 32 0.048587 0.048587 0.048587 0.313262
27 33 3.048587 3.048587 3.048587 1.313262
27 34 3.048587 3.048587 3.048587 1.313262
27 35 3.048587 3.048587 3.048587 1.313262
27 36 0.048587 0.048587 0.048587 0.313262
27 37 0.048587 0.048587 0.048587 0.313262
27 38 0.048587 0.048587 0.048587 0.313262
27 39 0.048587 0.048587 0.048587 0.313262
27 40 0.018150 0.018150 0.018150 0.126928
27 41 0.048587 0.048587 0.048587 0.313262
27 42 0.048587 0.048587 0.048587 0.313262
27 43 0.048587 0.048587 0.048587 0.313262
27 44 0.048587 0.048587 0.048587 0.313262
27 45 0.006715 0.006715 0.006715 0.313262
27 46 0.048587 0.048587 0.048587 0.313262
27 47 3.048587 3.048587 3.048587 1.313262
27 48 0.048587 0.048587 0.048587 0.313262
27 49 0.048587 0.048587 0.048587 0.313262
27 50 0.048587 0.048587 0.048587 0.313262
27 51 3.048587 3.048587 3.048587 1.313262
27 52 3.048587 3.048587 3.048587 1.313262
27 53 0.048587 0.048587 0.048587 0.313262
27 54 0.048587 0.048587 0.048587 0.313262
27 55 3.048587 3.048587 3.048587 1.313262
27 56 0.048587 0.048587 0.048587 0.313262
27 57 0.048587 0.048587 0.048587 0.313262
27 58 0.048587 0.048587 0.048587 0.313262
27 59 0.048587 0.048587 0.048587 0.313262
27 60 0.048587 0.048587 0.048587 0.313262
27 61 0.048587 0.048587 0.048587 0.313262
27 62 0.048587 0.048587 0.048587 0.313262
27 63 3.048587 3.048587 3.048587 1.313262
27 64 0.018150 0.018150 0.018150 0.126928
27 65 3.048587 3.048587 3.048587 1.313262
28 29 0.048587 0.048587 0.048587 0.313262
28 30 0.313262 0.313262 0.313262 1.313262
28 31 0.048587 0.048587 0.048587 0.313262
28 32 0.313262 0.313262 0.313262 1.313262
28 33 0.313262 0.313262 0.313262 1.313262
28 34 0.048587 0.048587 0.048587 0.313262
28 35 0.048587 0.048587 0.048587 0.313262
28 36 0.313262 0.313262 0.313262 1.313262
28 37 0.048587 0.048587 0.048587 0.313262
28 38 0.048587 0.048587 0.048587 0.313262
28 39 0.313262 0.313262 0.313262 1.313262
28 40 0.018150 0.018150 0.018150 0.126928
28 41 0.313262 0.313262 0.313262 1.313262
28 42 0.048587 0.048587 0.048587 0.313262
28 43 0.048587 0.048587 0.048587 0.313262
28 44 0.313262 0.313262 0.313262 1.313262
28 45 5.006715 5.006715 5.006715 1.313262
28 46 0.313262 0.313262 0.313262 1.313262
28 47 0.313262 0.313262 0.313262 1.313262
28 48 0.048587 0.048587 0.048587 0.313262
28 49 3.048587 3.048587 3.048587 1.313262
28 50 0.313262 0.313262 0.313262 1.313262
28 51 0.313262 0.313262 0.313262 1.313262
28 52 0.048587 0.048587 0.048587 0.313262
28 53 0.048587 0.048587 0.048587 0.313262
28 54 0.313262 0.313262 0.313262 1.313262
28 55 0.313262 0.313262 0.313262 1.313262
28 56 0.313262 0.313262 0.313262 1.313262
28 57 0.048587 0.048587 0.048587 0.313262
28 58 0.313262 0.313262 0.313262 1.313262
28 59 0.313262 0.313262 0.313262 1.313262
28 60 0.048587 0.048587 0.048587 0.313262
28 61 0.048587 0.048587 0.048587 0.313262
28 62 0.313262 0.313262 0.313262 1.313262
28 63 0.048587 0.048587 0.048587 0.313262
28 64 0.126928 0.126928 0.126928 0.693147
28 65 0.313262 0.313262 0.313262 1.313262
29 30 0.048587 0.048587 0.048587 0.313262
29 31 3.048587 3.048587 3.048587 1.313262
29 32 0.048587 0.048587 0.048587 0.313262
29 33 3.048587 3.048587 3.048587 1.313262
29 34 3.048587 3.048587 3.048587 1.313262
29 35 3.048587 3.048587 3.048587 1.313262
29 36 0.048587 0.048587 0.048587 0.313262
29 37 0.048587 0.048587 0.048587 0.313262
29 38 0.048587 0.048587 0.048587 0.313262
29 39 3.048587 3.048587 3.048587 1.313262
29 40 0.018150 0.018150 0.018150 0.126928
29 41 0.048587 0.048587 0.048587 0.313262
29 42 0.048587 0.048587 0.048587 0.313262
29 43 0.048587 0.048587 0.048587 0.313262
29 44 0.048587 0.048587 0.048587 0.313262
29 45 0.006715 0.006715 0.006715 0.313262
29 46 0.048587 0.048587 0.048587 0.313262
29 47 3.048587 3.048587 3.048587 1.313262
29 48 0.048587 0.048587 0.048587 0.313262
29 49 0.048587 0.048587 0.048587 0.313262
29 50 0.048587 0.048587 0.048587 0.313262
29 51 3.048587 3.048587 3.048587 1.313262
29 52 3.048587 3.048587 3.048587 1.313262
29 53 0.048587 0.048587 0.048587 0.313262
29 54 0.048587 0.048587 0.048587 0.313262
29 55 3.048587 3.048587 3.048587 1.313262
29 56 0.048587 0.048587 0.048587 0.313262
29 57 0.048587 0.048587 0.048587 0.313262
29 58 0.048587 0.048587 0.048587 0.313262
29 59 0.048587 0.048587 0.048587 0.313262
29 60 0.048587 0.048587 0.048587 0.313262
29 61 0.048587 0.048587 0.048587 0.313262
29 62 0.048587 0.048587 0.048587 0.313262
29 63 3.048587 3.048587 3.048587 1.313262
29 64 0.018150 0.018150 0.018150 0.126928
29 65 3.048587 3.048587 3.048587 1.313262
30 31 0.313262 0.313262 0.313262 1.313262
30 32 1.313262 1.313262 1.313262 3.048587
30 33 1.313262 1.313262 1.313262 3.048587
30 34 0.313262 0.313262 0.313262 1.313262
30 35 0.048587 0.048587 0.048587 0.313262
30 36 1.313262 1.313262 1.313262 3.048587
30 37 0.048587 0.048587 0.048587 0.313262
30 38 0.048587 0.048587 0.048587 0.313262
30 39 1.313262 1.313262 1.313262 3.048587
30 40 0.693147 0.693147 0.693147 2.126928
30 41 1.313262 1.313262 1.313262 3.048587
30 42 0.313262 0.313262 0.313262 1.313262
30 43 0.048587 0.048587 0.048587 0.313262
30 44 1.313262 1.313262 1.313262 3.048587
30 45 0.006715 0.006715 0.006715 0.313262
30 46 1.313262 1.313262 1.313262 3.048587
30 47 1.313262 1.313262 1.313262 3.048587
30 48 0.048587 0.048587 0.048587 0.313262
30 49 0.048587 0.048587 0.048587 0.313262
30 50 1.313262 1.313262 1.313262 3.048587
30 51 0.313262 0.313262 0.313262 1.313262
30 52 0.313262 0.313262 0.313262 1.313262
30 53 0.313262 0.313262 0.313262 1.313262
30 54 1.313262 1.313262 1.313262 3.048587
30 55 0.313262 0.313262 0.313262 1.313262
30 56 1.313262 1.313262 1.313262 3.048587
30 57 0.048587 0.048587 0.048587 0.313262
30 58 0.313262 0.313262 0.313262 1.313262
30 59 0.313262 0.313262 0.313262 1.313262
30 60 0.313262 0.313262 0.313262 1.313262
30 61 0.313262 0.313262 0.313262 1.313262
30 62 1.313262 1.313262 1.313262 3.048587
30 63 0.048587 0.048587 0.048587 0.313262
30 64 0.126928 0.126928 0.126928 0.693147
30 65 1.313262 1.313262 1.313262 3.048587
31 32 0.313262 0.313262 0.313262 1.313262
31 33 1.313262 1.313262 1.313262 0.313262
31 34 1.313262 1.313262 1.313262 0.313262
31 35 3.048587 3.048587 3.048587 1.313262
31 36 0.313262 0.313262 0.313262 1.313262
31 37 0.048587 0.048587 0.048587 0.313262
31 38 0.048587 0.048587 0.048587 0.313262
31 39 0.313262 0.313262 0.313262 1.313262
31 40 0.693147 0.693147 0.693147 2.126928
31 41 0.313262 0.313262 0.313262 1.313262
31 42 0.313262 0.313262 0.313262 1.313262
31 43 0.048587 0.048587 0.048587 0.313262
31 44 0.313262 0.313262 0.313262 1.313262
31 45 0.006715 0.006715 0.006715 0.313262
31 46 0.313262 0.313262 0.313262 1.313262
31 47 1.313262 1.313262 1.313262 0.313262
31 48 0.048587 0.048587 0.048587 0.313262
31 49 0.048587 0.048587 0.048587 0.313262
31 50 0.313262 0.313262 0.313262 1.313262
31 51 0.048587 0.048587 0.048587 0.313262
31 52 1.313262 1.313262 1.313262 0.313262
31 53 0.313262 0.313262 0.313262 1.313262
31 54 0.313262 0.313262 0.313262 1.313262
31 55 3.048587 3.048587 3.048587 1.313262
31 56 0.313262 0.313262 0.313262 1.313262
31 57 0.048587 0.048587 0.048587 0.313262
31 58 0.048587 0.048587 0.048587 0.313262
31 59 0.048587 0.048587 0.048587 0.313262
31 60 0.313262 0.313262 0.313262 1.313262
31 61 0.313262 0.313262 0.313262 1.313262
31 62 0.313262 0.313262 0.313262 1.313262
31 63 3.048587 3.048587 3.048587 1.313262
31 64 0.018150 0.018150 0.018150 0.126928
31 65 1.313262 1.313262 1.313262 0.313262
32 33 1.313262 1.313262 1.313262 3.048587
32 34 0.313262 0.313262 0.313262 1.313262
32 35 0.048587 0.048587 0.048587 0.313262
32 36 1.313262 1.313262 1.313262 3.048587
32 37 3.048587 3.048587 3.048587 1.313262
32 38 0.048587 0.048587 0.048587 0.313262
32 39 1.313262 1.313262 1.313262 3.048587
32 40 0.693147 0.693147 0.693147 2.126928
32 41 0.313262 0.313262 0.313262 0.048587
32 42 0.313262 0.313262 0.313262 1.313262
32 43 0.048587 0.048587 0.048587 0.313262
32 44 1.313262 1.313262 1.313262 3.048587
32 45 0.006715 0.006715 0.006715 0.313262
32 46 1.313262 1.313262 1.313262 3.048587
32 47 1.313262 1.313262 1.313262 3.048587
32 48 3.048587 3.048587 3.048587 1.313262
32 49 0.048587 0.048587 0.048587 0.313262
32 50 0.313262 0.313262 0.313262 0.048587
32 51 0.313262 0.313262 0.313262 1.313262
32 52 0.313262 0.313262 0.313262 1.313262
32 53 1.313262 1.313262 1.313262 0.313262
32 54 1.313262 1.313262 1.313262 3.048587
32 55 0.313262 0.313262 0.313262 1.313262
32 56 1.313262 1.313262 1.313262 3.048587
32 57 0.048587 0.048587 0.048587 0.313262
32 58 0.313262 0.313262 0.313262 1.313262
32 59 0.313262 0.313262 0.313262 1.313262
32 60 0.313262 0.313262 0.313262 1.313262
32 61 1.313262 1.313262 1.313262 0.313262
32 62 1.313262 1.313262 1.313262 3.048587
32 63 0.048587 0.048587 0.048587 0.313262
32 64 0.126928 0.126928 0.126928 0.693147
32 65 0.313262 0.313262 0.313262 0.048587
33 34 1.313262 1.313262 1.313262 0.313262
33 35 3.048587 3.048587 3.048587 1.313262
33 36 1.313262 1.313262 1.313262 3.048587
33 37 0.048587 0.048587 0.048587 0.313262
33 38 0.048587 0.048587 0.048587 0.313262
33 39 1.313262 1.313262 1.313262 3.048587
33 40 0.693147 0.693147 0.693147 2.126928
33 41 1.313262 1.313262 1.313262 3.048587
33 42 0.313262 0.313262 0.313262 1.313262
33 43 0.048587 0.048587 0.048587 0.313262
33 44 1.313262 1.313262 1.313262 3.048587
33 45 0.006715 0.006715 0.006715 0.313262
33 46 1.313262 1.313262 1.313262 3.048587
33 47 0.313262 0.313262 0.313262 0.048587
33 48 0.048587 0.048587 0.048587 0.313262
33 49 0.048587 0.048587 0.048587 0.313262
33 50 1.313262 1.313262 1.313262 3.048587
33 51 1.313262 1.313262 1.313262 0.313262
33 52 1.313262 1.313262 1.313262 0.313262
33 53 0.313262 0.313262 0.313262 1.313262
33 54 1.313262 1.313262 1.313262 3.048587
33 55 1.313262 1.313262 1.313262 0.313262
33 56 1.313262 1.313262 1.313262 3.048587
33 57 0.048587 0.048587 0.048587 0.313262
33 58 0.313262 0.313262 0.313262 1.313262
33 59 0.313262 0.313262 0.313262 1.313262
33 60 0.313262 0.313262 0.313262 1.313262
33 61 0.313262 0.313262 0.313262 1.313262
33 62 1.313262 1.313262 1.313262 3.048587
33 63 3.048587 3.048587 3.048587 1.313262
33 64 0.126928 0.126928 0.126928 0.693147
33 65 1.313262 1.313262 1.313262 3.048587
34 35 3.048587 3.048587 3.048587 1.313262
34 36 0.313262 0.313262 0.313262 1.313262
34 37 0.048587 0.048587 0.048587 0.313262
34 38 0.048587 0.048587 0.048587 0.313262
34 39 0.313262 0.313262 0.313262 1.313262
34 40 0.693147 0.693147 0.693147 2.126928
34 41 0.313262 0.313262 0.313262 1.313262
34 42 0.313262 0.313262 0.313262 1.313262
34 43 0.048587 0.048587 0.048587 0.313262
34 44 0.313262 0.313262 0.313262 1.313262
34 45 0.006715 0.006715 0.006715 0.313262
34 46 0.313262 0.313262 0.313262 1.313262
34 47 1.313262 1.313262 1.313262 0.313262
34 48 0.048587 0.048587 0.048587 0.313262
34 49 0.048587 0.048587 0.048587 0.313262
34 50 0.313262 0.313262 0.313262 1.313262
34 51 0.048587 0.048587 0.048587 0.313262
34 52 1.313262 1.313262 1.313262 0.313262
34 53 0.313262 0.313262 0.313262 1.313262
34 54 0.313262 0.313262 0.313262 1.313262
34 55 3.048587 3.048587 3.048587 1.313262
34 56 0.313262 0.313262 0.313262 1.313262
34 57 0.048587 0.048587 0.048587 0.313262
34 58 0.048587 0.048587 0.048587 0.313262
34 59 0.048587 0.048587 0.048587 0.313262
34 60 0.313262 0.313262 0.313262 1.313262
34 61 0.313262 0.313262 0.313262 1.313262
34 62 0.313262 0.313262 0.313262 1.313262
34 63 3.048587 3.048587 3.048587 1.313262
34 64 0.018150 0.018150 0.018150 0.126928
34 65 0.313262 0.313262 0.313262 1.313262
35 36 0.048587 0.048587 0.048587 0.313262
35 37 0.048587 0.048587 0.048587 0.313262
35 38 0.048587 0.048587 0.048587 0.313262
35 39 3.048587 3.048587 3.048587 1.313262
35 40 0.018150 0.018150 0.018150 0.126928
35 41 0.048587 0.048587 0.048587 0.313262
35 42 0.048587 0.048587 0.048587 0.313262
35 43 0.048587 0.048587 0.048587 0.313262
35 44 0.048587 0.048587 0.048587 0.313262
35 45 0.006715 0.006715 0.006715 0.313262
35 46 3.048587 3.048587 3.048587 1.313262
35 47 3.048587 3.048587 3.048587 1.313262
35 48 0.048587 0.048587 0.048587 0.313262
35 49 0.048587 0.048587 0.048587 0.313262
35 50 0.048587 0.048587 0.048587 0.313262
35 51 0.048587 0.048587 0.048587 0.313262
35 52 3.048587 3.048587 3.048587 1.313262
35 53 0.048587 0.048587 0.048587 0.313262
35 54 0.048587 0.048587 0.048587 0.313262
35 55 3.048587 3.048587 3.048587 1.313262
35 56 0.048587 0.048587 0.048587 0.313262
35 57 0.048587 0.048587 0.048587 0.313262
35 58 0.048587 0.048587 0.048587 0.313262
35 59 3.048587 3.048587 3.048587 1.313262
35 60 0.048587 0.048587 0.048587 0.313262
35 61 3.048587 3.048587 3.048587 1.313262
35 62 0.048587 0.048587 0.048587 0.313262
35 63 3.048587 3.048587 3.048587 1.313262
35 64 0.018150 0.018150 0.018150 0.126928
35 65 3.048587 3.048587 3.048587 1.313262
36 37 0.048587 0.048587 0.048587 0.313262
36 38 0.048587 0.048587 0.048587 0.313262
36 39 1.313262 1.313262 1.313262 3.048587
36 40 0.693147 0.693147 0.693147 2.126928
